판매처,카테고리 대,카테고리 중,카테고리 소,상품명,상품가격,상품번호,제조사/수입자,제조국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,스윗 여성 플리츠 무지 반팔 롱원피스,"32,592원",1000066608525,바비수아/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E598) 언발 카라 포인트 벨티드 원피스 (EWOPKG0100),"72,618원",1000068010703,(주) 라인 바이린/(주) 라인 바이린,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,폴로 랄프 로렌 여성 리넨 아일렛 벨트 드레스(WMPODRSNFA20056001),"599,000원",1000070401740,랄프로렌코리아 유한회사/랄프로렌코리아 유한회사,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,칼라넥 플리츠 원피스(LGOPKF9700),"98,550원",1000045265773,(주)테난/(주)재아,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,여자 멜빵 잔셔링 A라인 후레아 끈나시 데님 롱원피스 (6952469),"47,520원",1000068584799,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,면/저지원피스,히든 버튼업 벨티드 셔츠 원피스 7259337502173,"139,400원",1000035119849,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,단추포인트 원피스(LGOPKB9700),"52,268원",1000039883191,(주)테난/(주)재아,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,프린트 원피스 SW7OPS3,"26,909원",1000063796962,(주)모다이노칩 천안아산점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,민소매 원피스,[VOV]보브 핀턱 슬리브리스 원피스(7150237506),"94,400원",1000064020319,(주)신세계인터네셔날/(주)신세계인터네셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E565) 플라워버튼 플레어 원피스 (EWOPLD1700),"139,698원",1000068046202,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,카라 더블 버튼 포인트 원피스(OP-4661),"29,312원",1000035132272,㈜바이와이제이/나인,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E565) 웨이브 카라 트위드 원피스 (EWOPLC0500),"127,062원",1000068041006,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,브이넥 벨트 카라 슬리브리스 롱 원피스 (SAOAF2577-1/SAO2577/sao2577),"45,207원",1000050311862,(주)모다이노칩 천안아산점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,미니원피스,[21SS] 기퓌르 스케이터 원피스 JNS21NW,"482,670원",1000062066660,MAJE/㈜아이디룩/㈜아이디룩,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E565) 사선 포켓 벨티드 원피스 (EWOPKI0300),"85,215원",1000068056410,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[made by LAP] V넥 크리즈잔체크 쿨 원피스 (AM2WO571),"60,435원",1000068236751,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,프린티드 프릴 슬리브리스 원피스_VOCOAVM6416,"57,533원",1000067270943,주식회사 세정글로벌/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,차이나넥 썸머 원피스 9100341992084,"99,000원",1000050148658,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,후드/벨티드 원피스,후드 집업 원피스 (수입),"26,346원",1000065317916,인디브랜드 제휴업체/인디브랜드 제휴업체,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,잔플라워쉬폰넥셔링롱원피스 BAOAF25550,"48,576원",1000049370112,(주)모다이노칩 대구점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,**린넨 슬리브리스 롱 원피스 JW0MO181,"84,096원",1000051439881,(주)모다이노칩 구리남양주점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[made by LAP] 카라 버튼 점프수트 (AM2WO464),"69,142원",1000065797285,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[JOHNNY HATES JAZZ] POCKET MINI DRESS (JS21-D008-BK),"295,800원",1000064265172,JOHNNYHATESJAZZ/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,변형세일러카라 티어드 원피스 PM2WO403,"56,551원",1000065968618,(주)아이올리 /상세설명참조,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,폴로 랄프 로렌 여성 패널 리넨 스커트(WMPOSKTNDR20006001),"369,000원",1000069055648,랄프로렌코리아 유한회사/랄프로렌코리아 유한회사,캄보디아
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인](N604)레트로 배색 카라 원피스(NWOPKH02L),"70,395원",1000067635020,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,폴로 랄프 로렌 여성 플로럴 크링클 랩 드레스(WMPODRSNFA20066999),"459,000원",1000066708157,랄프로렌코리아 유한회사/랄프로렌코리아 유한회사,캄보디아
SSG.COM,여성브랜드패션,원피스,롱원피스,(E542) 플라워 프린팅 원피스 EGOPKG9400,"17,043원",1000066285587,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,듀엘 V넥 소매 스트링 플라워 원피스 (D204MSE039),"165,718원",1000061786486,(주)대현/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,(지고트) 깅엄 체크 볼륨 소매 원피스 JK7A0OP79,"162,757원",1000049969399,(주)바바패션/(주)바바패션,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,밑단 배색 플레어 원피스 (AL2WO441),"29,000원",1000043129959,(주)LAP/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,[쥬시쥬디] 전판플라워타슬장식셔링원피스 JSOP626F,"25,479원",1000029088941,(주)티베에이치글로벌/(주)티베에이치글로벌,중국
SSG.COM,여성브랜드패션,원피스,민소매 원피스,[로엠] WY 허리리본 뷔스티에 원피 - RMOW925R22_25,"15,264원",1000065913505,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,라운드 플리츠 롱 원피스 (MOBBOP01M3),"50,150원",1000065610106,㈜퍼스트에프엔씨/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,메이 간절기 무지 쉬폰 반팔 플리츠 롱원피스,"31,709원",1000068901017,바비수아/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[시즌오프]네이비 우븐 패치 니트 원피스 (BF085UC02R),"218,117원",1000052617987,삼성물산 패션부문/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[데이즈] 그래픽원피스롱,"19,900원",1000063381835,(주)팬코/(주)신세계인터내셔날,베트남
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 린넨 스트라이프 자켓형 원피스 - RMOW925R31_25,"19,104원",1000065913430,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,꼬임 셔츠 원피스 (AM2WO480),"48,190원",1000064760444,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,모직원피스,[로엠] WY 허리 밴딩 이지 원피스 - RMOW837RQ2_35_V1L4,"15,264원",1000049146643,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,밑단 배색 플리츠 원피스 ENOW93803D,"45,784원",1000065430102,㈜이앤씨 월드/㈜이앤씨 월드,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[SATIN] 레이스 샤 원피스 S212B663-20,"226,810원",1000065312142,(주)와이에스콜렉션/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,쉬즈미스 NC06 카라 벨티드 원피스 SWWOPK21490 (5717968),"56,640원",1000050325091,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[여주점] 캡소매 린넨웡피스(A202PWO601),"49,800원",1000065964067,디디엠/상품상세설명 참조,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,벨티드 카라 원피스 Y212O602-25,"50,040원",1000064812041,㈜와이에스콜렉션/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,포멀 더블 버튼 칼라 원피스_AWWOPL21050,"93,100원",1000065106805,㈜인동에프엔/해당없음,베트남
SSG.COM,여성브랜드패션,원피스,롱원피스,프릴 플라워 무드 롱 원피스 LU31A6OP530X,"46,464원",1000068042204,케이알유통 주식회사/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,풍성한 프릴 맥시 원피스 (T214MOP290W),"195,110원",1000066204658,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,베이직 5부 원피스 EPOPM021011,"60,000원",1000068192004,플리츠미/플리츠미,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[Thursday Island] 여성 네트조직 롱 원피스(T194MOP247W),"62,564원",1000065153225,주식회사 위즈원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 넥배색 리본 슬림핏 원피스 - RMOW925RS2_59,"19,104원",1000065913421,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,레이스 MIX 솔리드 원피스 (T214MOP242W),"138,630원",1000063970435,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,숲 더블 버튼 벨티드 원피스 (SW7OPM2),"29,250원",1000050548748,승원/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,여자 여름 플리츠 쉬폰 나염 플라워 롱 원피스,"56,804원",1000068138517,세븐제이스/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[콜라보토리/BCAMA4036M]  비대칭 피케 원피스 (2color),"100,926원",1000044862058,(주)앤디앤뎁/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,언발란스 쿨 원피스 7250337005237,"149,000원",1000051116215,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,"V넥 셔츠형원피스(LGOPJG9700)[택가 189,000원]","42,410원",1000034374589,(주)태난/(주)테진케이에스,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,V넥 버튼 플레어 데님원피스 (AM2DO441),"60,237원",1000068952881,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션][N602]레이스 디테일 카라 원피스(NWOPKH0900),"64,467원",1000066703335,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[77까지]럭셔리스윗하트넥퍼프원피스,"90,154원",1000050435559,(주)와이티드림/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,폴로 랄프 로렌 여성 스트라이프 리넨 셔츠드레스(WMPODRSNFA20052999),"339,000원",1000067469403,랄프로렌코리아 유한회사/랄프로렌코리아 유한회사,인도
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,플라워프린트원피스(LGOPKD9600),"109,030원",1000043113865,(주)테난/(주)태진케이에스,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,플리츠포인트언발원피스(N203MWO703),"107,100원",1000049498376,(주)롯데지에프알/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,망사 샤 니트 원피스 Y212O616-11,"63,600원",1000064805954,㈜와이에스콜렉션/(주)YS Collection,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,[로엠] WY 스트라이프 셔츠 원피스 - RMOW926RQ4_50,"17,184원",1000065913516,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,미니원피스,[made by LAP] 데님 미니 원피스 (AM2DO464),"60,237원",1000068989239,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[오마이걸 아린 착용](OP-21315) DENIM PUFF-SLEEVE ONE-PIECE LIGHT BLUE,"66,630원",1000066581497,㈜바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,벨티드 퍼프 플레어 원피스_AWWOPL21100,"102,600원",1000063822703,㈜인동에프엔/해당없음,베트남
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션](N753) 린넨 블렌드 핀턱 원피스 (NWOPKH0100),"269,000원",1000064841029,(주)린 컴퍼니/(주)린 컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,미니원피스,리오셀 블렌드 셔츠 드레스 화이트,"34,900원",1000068668381,H&M/H&M Co.Ltd,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,보더 패턴 프릴 원피스 (T214MOP240W),"182,270원",1000065146285,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[질스튜어트뉴욕 우먼][20SS]JSDR0B991P1  핑크 자수패턴 면혼방 반팔원피스 ,"169,389원",1000050903930,질스튜어트뉴욕 우먼/판매자 문의,상세설명참조
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,모던 브이 스트랩 원피스S(OP-4451),"21,891원",1000034362717,㈜바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,벌룬 슬리브 카라 원피스 7210337080106,"249,000원",1000059153223,신세계인터내셔날/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,리브드 니트 브이넥 원피스 06625855303,"159,000원",1000060337022,Massimo Dutti/마시모두띠코리아 유한회사,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,레오파드 레이어드 니트 원피스 7120250104146,"249,500원",1000048476530,신세계인터내셔날/신세계인터내셔날,베트남
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,카라 벨티드 플레어 헤지 데님 원피스(PM2DO431),"72,980원",1000065413267,(주)제이씨패밀리/(주)제이씨패밀리,중국
SSG.COM,여성브랜드패션,원피스,니트원피스,레이스 블럭 니트 원피스 (SAKO36931/핑크),"104,736원",1000062185010,㈜정현통상/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[벨트set]엘레강스칼라랩페미닌원피스,"47,904원",1000052241411,(주)와이티드림/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[SATIN] 프린트 블록 사선여밈 플레어 원피스 S212B612-25,"226,810원",1000068226502,(주)와이에스콜렉션/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,미니원피스,미디 셔츠 드레스 라이트 블루,"34,900원",1000060420000,H&M/H&M Co.Ltd,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,브이넥 쉬폰 원피스 JAAU6-COP521,"57,312원",1000068548152,NC 강서점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,퓨어 스트라이프 셔츠 원피스,"27,562원",1000044213774,주식회사에이치앤비스타일/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,오버롤 패턴 맥시 원피스 (T214MOP284W),"197,100원",1000070231664,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,"스트라이프 플레어원피스(LGOPJG9800)[택가 179,000원]","40,270원",1000034217906,(주)테난/(주)태진케이에스,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[파주점] 브이넥니트플레어샤원피스(L211MSE001),"419,300원",1000060694610,대현/상품상세설명 참조,중국
SSG.COM,여성브랜드패션,원피스,미니원피스,[21SS] 니트 원피스 JNM41K2,"482,670원",1000063941898,MAJE/㈜아이디룩/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,벨티드 원피스 (SWWOPK21410),"54,400원",1000048997984,(주)인동에프엔/(주)인동에프엔,베트남
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 체크 마이 러브 원피스 - RMOW925Y16_25,"13,344원",1000065913397,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,랩 디테일 플레어 원피스 (GK5M0OPT2),"62,100원",1000065385654,(주)바바패션/(주)바바패션,베트남
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,베리 여성 브이넥 쉬폰 플라워 롱원피스,"28,176원",1000066152802,바비수아/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,면/저지원피스,마레OP B0C7O6651,"111,956원",1000053978499,(주)대명화학 유통사업부 진주점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,퍼프 슬리브 랩 스타일 원피스 JC10250301199,"299,000원",1000044025200,신세계인터내셔날/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,3층올리비아로렌 NC06 플리츠 원피스 VOCOAWM5321 (6879954),"74,592원",1000065880092,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,플라워패턴 언발프릴쉬폰원피스S212B670A55,"204,135원",1000063582824,(주)모다이노칩 전주김제점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 오프숄더 원피스 - RMOW925Y12_39,"13,344원",1000065913407,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,카라넥리본포인트원피스 IL4N0OP932,"47,165원",1000064407344,(주)모다이노칩 구리남양주점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,모직원피스,[SATIN][온라인단독] 심플 레이스 반소매 원피스 O211T607-11,"47,040원",1000060386639,㈜영흥/ 070-7606-3322,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,부루앤쥬디 라비OPS07 P1NF2DR001(4),"23,194원",1000070036555,(주)엔터식스패션쇼핑몰/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,세일러 빅카라 밑단 기계주름 OPS(AM2WO57B),"77,697원",1000069460783,(주)랩/(주)랩,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,주름디자인 카라원피스 S202M629-40,"182,909원",1000045819968,(주)와이에스콜렉션/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E565) 하프 프릴 플리츠 원피스 (EVOPLC0200),"92,664원",1000068040898,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,미니원피스,테잎 장식 포인트 원피스 (SAOP16841/네이비),"69,831원",1000044660278,㈜정현통상/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[] 여자 봄 여름 귀여운 연청 데님 멜빵 롱원피스 (6739782),"45,044원",1000065988447,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,숲 플라워 프린트 롱 원피스 (SX4OP8F),"41,400원",1000065099341,(주)동광인터네셔날/(주)동광인터네셔날,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,샤틴 NC10 나나 착용 퍼프 슬리브  원피스 S12B640 (6947343),"258,538원",1000068470970,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,베스띠벨리 NC09 체크 쉬폰 원피스 BCOA25260 (6481881),"143,040원",1000059699841,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 세트 민소매 블라우스 - RMBN837GQ1_75,"7,680원",1000049186372,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[Blue Label]세일러 카라 러플 포인트 원피스 (EM2OOP11),"127,200원",1000069716636,(주)제이씨패밀리/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,민소매 원피스,쿨피스 슬립 레이어드 원피스 (T214MOP302W),"135,270원",1000068917686,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,보브 티셔츠 배색 플레어 원피스(7151237506),"127,200원",1000065445667,신세계인터내셔날/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,핀턱 브이넥 랩 블라우스 (GL4N0BL44),"53,550원",1000063985303,(주)바바패션/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,21SS 릴렉스핏 헤리티지 폴로 원피스  EF2302-51G 031,"252,297원",1000062483043,동일드방레/동일드방레,튀니지
SSG.COM,여성브랜드패션,원피스,미니원피스,T202MOP139(솔리드 보더 믹스 미니 원피스),"91,700원",1000070101091,(주)모다이노칩 대구점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,샤틴 NC10 [나나 착용] 빈티지 플리츠 원피스 S12B690 (6946446),"224,669원",1000068472349,(주)셀러허브/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[made by LAP] 우븐배색 아노락 원피스( AM1WO267),"51,726원",1000062084408,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,DB_ 제이케이 이중프릴핀턱데님원피스 (JL6DO1001B),"36,317원",1000069048829,주식회사 와이엠인터내셔널 (W몰)/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,스모킹 프릴원피스(IL4P0OP79-470),"76,042원",1000066836302,(주)모다이노칩 대전점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,올리비아 도트 프릴 원피스_P302384750,"31,968원",1000064239623,리스트/판매자 문의,상세설명참조
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,쥬크(ZOOC) 셔츠형 벨티드 턱 원피스 (Z211MSE002),"153,230원",1000063986567,해신/HI가먼트 코리아,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,라운드 면 롱원피스 1 ZY22OP050,"37,440원",1000065982687,2001 아울렛 분당/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,에스닉 롱 원피스(EK2EO601/블루),"47,520원",1000044999053,(주)모다이노칩 대전점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,꽃프린트원피스JAAU5 SOP320BK,"98,228원",1000067040056,(주)대명화학 유통사업부 인천점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E598) 배색 라인 체크 플레어 원피스 (EWOPKH0700),"102,999원",1000068010689,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,밑단 플리츠 보더 원피스 (T214MOP243W),"233,100원",1000070219377,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[루시앙_여성] 루시앙 루멘 플라워 앙상블 원피스 4종 택1 (P001416624),"9,504원",1000066189651,마리오쇼핑주식회사/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,면/저지원피스,와이드 카라 봄 데일리 원피스 7251137008199,"159,000원",1000061258341,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,러블리트리밍머메이드원피스 MTBAWO4220 MD,"118,887원",1000062182379,(주)모다이노칩 충주점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[Blue Label]스퀘어넥 체크 시어서커 원피스(EM2OOP09),"111,200원",1000069549763,(주)제이씨패밀리/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,DB_ 레코브 스퀘어넥 캉캉 원피스 (LU21A5OP007X),"49,287원",1000065815778,주식회사 와이엠인터내셔널 (W몰)/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,플로럴 아코디언주름 원피스S(OP-4821),"49,430원",1000040124037,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,보브 퍼프 슬리브 벨티드 원피스(7120237501),"79,200원",1000063098635,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[루이스엔젤] 핑크 플라워 레이스 벨트SET 원피스,"65,520원",1000065682986,㈜스타일온미/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,21SS 블랙 A라인 셔츠형 피케 원피스 BF1471U035,"251,100원",1000065919375,삼성물산 패션부문/성원에프씨,베트남
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,스칼럽 레이스 원피스(OP-4003),"44,153원",1000032115950,㈜바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[리스트] 플로럴 시폰 롱 원피스_TWWOPK60470,"56,074원",1000052065918,(주)인동에프엔/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[라인어디션] (N755) 시스루 펀칭 니트 원피스 (NGKOLF9900),"79,000원",1000069254871,주)린컴퍼니/주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,셔링 포인트 배색 원피스 7210337007160,"259,000원",1000049827883,신세계인터내셔날/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,플리츠 데님 라이크 원피스 NW1MO440,"263,200원",1000069515397,(주)보끄레머천다이징/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,해지 플레어 롱 원피스(BAOPF1131),"125,874원",1000067441591,베네통코리아/베네통코리아,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,[LYNN/L448]셔츠형 원피스(LGOPKH9600),"75,090원",1000049865275,(주)테난/(주)태진케이에스,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[Blue Label]프린트 데일리 저지 원피스(EM2OOP08),"95,200원",1000069542149,(주)제이씨패밀리/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,A라인 플라워 패턴 뷔스티에 롱 원피스 LU61A6OP535X,"32,333원",1000069710215,케이알유통 주식회사/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E565) 세미 오프 카라 플레어 원피스 (EGOPKI9900),"46,683원",1000068059121,(주)라인바이린/(주)라인바이린,베트남
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[부산점] [온앤온] V넥 A라인 원피스 (JW1MO466),"279,000원",1000069714280,(주)보끄레머천다이징/(주)보끄레머천다이징,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E598) 더블버튼 V넥 베스트원피스 (EWOPLB4209),"92,848원",1000064953941,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,하운드투스체크 셔츠 원피스(J212XSE011),"169,150원",1000068440963,(주)대현/라타크,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,메이드 여성 간절기 반팔 체크 하객 롱 원피스,"46,196원",1000065590936,바비수아/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,쁘띠 트위드 원피스(OP-4807),"67,404원",1000042097332,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,21SS 셔링 디테일 반팔 셔츠 원피스 EF5926-51G 031,"269,757원",1000067812532,동일드방레/동일드방레,태국
